"F1003_2","F1004","F1006_NAM","F1101_2","F2001_A","F2002","F2003","F2004","F2005","F2006","F2008","F2009","F2010_1","F2012","F2015","F2016","F2018","F2020","F3001","F3002_1","F3002_5","F3002_6_1","F3003","F3004_1","F3004_2","F3004_3","F3004_4","F3005_1","F3005_2","F3005_3","F3006","F3007_1","F3007_2","F3007_3","F3007_4","F3007_5","F3007_6","F3007_7","F3008_1","F3008_2","F3009","F3010","F3011_LH_PL","F3011_OUTGOV","F3012_1","F3013","F3014","F3015_LH","F3016_LH_PL","F3017","F3018_A","F3018_B","F3018_C","F3018_D","F3018_E","F3018_F","F3018_G","F3018_H","F3019_A","F3019_B","F3019_C","F3019_D","F3019_E","F3019_F","F3019_G","F3019_H","F3020_A","F3020_B","F3020_C","F3020_D","F3020_E","F3020_F","F3020_G","F3020_H","F3020_R","F3022","F3023_1","F3023_4","F3026","F3027","F3028_1","F3028_2","F3028_3","F3028_4"
"0000001285","SWE_2022","Sweden",0.9037,54,1,6,3,1,1,2,1,1,3,752,0,12,1,3,3,1,0,1,1,2,2,4,5,5,5,7,2,2,3,1,2,2,4,1,1,5,1,999999,999999,9,1,1,1,999999,4,10,7,5,6,6,5,5,5,10,4,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,2,1,2,2,3,5,3,4,1
"0000002118","SWE_2022","Sweden",1.1014,81,1,2,2,9,7,2,9,1,9,900,9,21,1,3,2,4,0,2,1,2,1,2,5,5,5,7,2,3,3,2,3,3,4,2,2,4,1,752002,0,2,2,2,1,999999,4,4,8,5,2,3,6,2,3,6,8,7,4,3,6,3,5,6,8,6,2,2,1,1,5,8,2,9,3,3,3,4,3,3,0
"0000001290","SWE_2022","Sweden",1.1901,64,1,5,3,1,3,2,1,2,1,752,0,5,2,3,7,0,0,2,2,3,4,4,5,3,3,8,2,2,2,2,3,2,3,3,2,5,1,752002,0,2,2,2,0,999999,4,7,8,8,0,6,6,2,5,7,7,7,0,6,7,0,6,3,9,8,0,4,8,1,8,6,2,0,9,3,4,3,4,2,1
"0000002242","SWE_2022","Sweden",1.1984,50,0,9,4,0,9,2,9,1,1,752,1,12,2,1,0,7,0,1,5,1,1,1,1,1,1,3,4,4,4,1,4,4,4,4,4,5,0,999999,999999,9,5,5,0,999999,1,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,10,6,2,4,5,3,3,10,5,1,1,4,1,5,5,2,0
"0000000845","SWE_2022","Sweden",0.91,49,0,6,1,0,1,9,2,5,1,752,0,14,3,2,3,7,0,2,1,1,3,5,2,3,1,9,1,2,2,2,2,2,4,2,2,2,1,752003,0,2,2,1,1,752003,5,7,0,9,1,5,5,5,5,7,0,7,1,5,4,5,5,4,10,8,0,5,7,1,6,8,2,1,2,3,2,4,2,2,1
"0000002260","SWE_2022","Sweden",0.8153,76,1,4,2,1,7,1,4,2,1,752,0,25,1,2,7,7,7,2,1,2,3,2,5,3,2,9,1,1,2,2,2,2,3,2,1,4,1,752001,1,1,1,1,1,752001,5,10,0,5,5,7,0,0,5,10,0,3,0,8,0,0,6,0,10,10,0,4,9,7,9,0,2,1,9,3,2,1,1,1,0
"0000000949","SWE_2022","Sweden",0.6234,66,0,3,1,1,1,2,1,4,2,752,1,1,4,2,7,99,7,2,1,1,5,3,5,2,5,10,2,1,1,2,2,3,2,2,1,4,1,752003,0,2,2,1,1,752003,4,2,6,8,4,5,6,0,5,2,6,7,6,5,6,0,4,1,5,10,99,4,7,2,4,8,2,0,9,1,2,3,3,3,1
"0000002802","SWE_2022","Sweden",0.6191,66,1,6,1,1,2,9,1,3,4,752,0,14,2,2,5,3,0,1,1,3,2,3,5,4,4,9,1,1,2,1,2,3,4,1,1,4,1,752007,0,2,2,3,1,752001,5,10,0,1,8,8,1,9,8,9,1,0,9,9,0,10,6,4,10,10,1,5,10,4,6,4,2,0,2,3,2,4,2,4,0
"0000001318","SWE_2022","Sweden",1.2661,38,1,5,1,1,1,2,1,3,2,752,0,14,2,9,0,1,7,2,1,3,5,3,5,5,5,8,1,1,1,2,2,3,3,2,1,5,1,752004,0,1,1,1,1,752004,5,9,0,1,10,6,0,7,1,10,0,0,8,7,0,5,5,2,6,10,0,4,9,4,7,0,2,1,1,4,2,3,3,3,1
"0000000360","SWE_2022","Sweden",0.7658,47,1,8,4,1,1,1,1,5,2,752,0,3,1,2,3,7,7,2,1,1,2,4,5,4,2,8,1,2,2,1,2,2,3,3,3,2,1,752003,0,1,1,2,1,752005,4,2,0,9,0,4,3,5,9,8,2,10,2,5,3,2,10,3,5,8,1,4,8,2,6,7,2,1,2,3,2,3,3,3,1
"0000000396","SWE_2022","Sweden",1.346,24,1,4,4,0,6,1,1,5,1,752,0,12,2,2,1,0,2,1,2,1,3,4,5,5,2,7,2,3,3,2,9,2,3,3,2,5,1,999999,999999,9,4,1,1,752006,3,6,1,6,4,4,4,3,5,7,1,2,5,2,4,5,5,99,8,7,3,6,7,99,5,7,4,0,9,2,1,5,3,4,1
"0000001999","SWE_2022","Sweden",0.5247,75,1,8,1,0,7,1,2,4,3,752,0,12,1,2,7,7,5,2,1,1,2,5,3,2,3,8,2,2,3,3,3,3,4,3,2,5,1,752003,0,2,1,1,1,752003,5,3,2,10,0,3,5,0,5,3,2,9,5,3,4,1,5,3,10,9,1,3,8,1,5,10,2,1,1,2,3,3,2,3,0
"0000000972","SWE_2022","Sweden",0.7541,67,0,5,1,0,7,1,2,4,3,752,0,14,1,1,7,7,7,1,1,2,4,5,5,5,5,9,1,2,2,2,3,2,3,2,2,4,1,752008,0,2,1,1,1,752005,3,6,0,8,1,6,7,0,9,8,7,8,6,6,8,1,9,4,5,8,0,5,9,2,6,7,1,1,2,2,1,2,1,3,1
"0000001326","SWE_2022","Sweden",1.0931,62,1,3,1,1,2,2,1,2,2,752,0,13,1,3,6,99,6,2,1,2,4,4,5,4,4,8,2,2,2,2,2,2,3,2,3,2,1,752008,0,2,2,2,1,752003,4,5,2,6,3,5,4,4,8,6,3,6,3,5,3,3,7,3,8,7,2,4,7,2,6,6,2,0,3,2,2,2,2,2,1
"0000002099","SWE_2022","Sweden",0.5247,80,1,7,2,0,7,1,1,1,1,752,0,1,2,2,7,0,0,2,1,1,3,4,5,5,5,8,2,2,2,2,3,3,4,2,2,4,1,752004,0,1,1,1,1,752004,3,8,0,4,8,8,5,8,5,10,0,2,10,9,5,10,3,3,10,9,2,4,7,3,5,3,2,1,2,3,2,2,3,3,1
"0000002783","SWE_2022","Sweden",0.7541,69,0,2,3,0,7,3,9,1,1,752,0,13,9,4,7,0,0,3,1,2,1,2,9,1,9,5,3,3,3,2,3,3,4,3,2,4,0,999999,999999,9,4,3,0,999999,1,0,10,5,0,0,9,0,5,99,10,10,0,0,8,0,99,0,10,10,0,0,9,0,8,9,4,0,9,3,3,2,3,4,1
"0000002699","SWE_2022","Sweden",0.7489,74,1,3,3,0,7,1,1,3,1,752,0,21,2,2,7,1,0,2,1,1,5,4,4,2,3,8,2,2,2,2,2,3,3,3,3,4,1,752006,0,2,2,1,1,752006,4,5,2,5,2,2,9,2,6,5,6,6,2,2,9,1,6,3,7,9,0,5,7,1,8,7,2,0,3,2,2,3,3,3,1
"0000002263","SWE_2022","Sweden",0.7489,79,1,5,1,0,7,9,2,3,1,752,0,22,1,1,7,4,2,2,1,1,3,2,4,4,3,9,1,1,1,2,3,2,3,3,2,3,1,752003,0,2,2,1,1,752003,5,3,8,9,0,2,8,1,7,6,8,8,1,2,8,1,7,3,8,9,0,2,8,1,7,8,1,1,2,2,2,2,2,3,0
"0000000116","SWE_2022","Sweden",0.7658,59,1,7,1,1,1,1,1,5,2,752,0,21,2,2,7,3,7,1,1,3,5,5,5,2,4,10,1,1,1,1,2,1,3,2,2,4,1,752001,1,1,1,1,99,999999,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,10,10,0,6,99,2,7,2,1,1,2,3,1,2,1,9,0
"0000001337","SWE_2022","Sweden",1.1407,23,1,8,4,0,6,2,1,1,1,752,0,12,2,2,0,1,7,2,2,2,4,5,5,1,5,9,3,3,2,1,3,2,3,2,1,4,1,752007,0,1,2,1,1,752007,5,9,0,4,9,9,3,10,5,10,6,2,8,9,2,10,8,4,9,9,1,4,9,2,7,1,4,0,9,3,2,4,4,2,1
"0000001342","SWE_2022","Sweden",1.0931,58,1,3,1,0,1,2,2,3,3,752,0,1,1,2,5,0,0,2,1,2,2,3,4,4,4,10,2,2,3,2,2,2,3,3,4,4,1,752003,0,1,1,1,1,752003,4,0,9,10,0,3,9,0,5,0,9,10,0,2,9,0,6,1,10,10,0,2,9,2,8,9,2,1,1,2,1,4,3,3,1
"0000000535","SWE_2022","Sweden",0.7712,64,0,8,1,0,1,1,2,5,1,752,0,1,3,1,6,7,3,2,1,2,5,3,5,5,3,9,1,2,2,2,3,3,4,3,2,5,1,752003,0,1,1,1,1,752003,5,4,4,9,3,5,6,2,5,3,4,9,3,3,6,2,5,4,4,7,1,9,8,2,6,7,2,1,1,2,1,2,3,3,1
"0000002642","SWE_2022","Sweden",1.5316,32,1,3,1,0,2,2,9,2,2,752,0,5,3,3,0,4,7,3,3,2,2,3,3,2,2,7,2,2,2,2,2,9,9,2,2,5,1,752002,0,9,2,3,1,752001,4,9,10,8,5,5,10,2,5,5,9,5,5,5,9,5,5,2,8,2,2,8,8,8,2,7,2,0,3,2,1,5,3,4,1
"0000002810","SWE_2022","Sweden",1.0396,65,1,3,4,0,7,2,2,1,2,752,0,20,2,2,1,0,3,3,1,1,2,1,9,9,1,8,2,9,2,2,2,9,3,3,2,5,0,999999,999999,9,4,1,1,999999,5,10,10,0,0,0,0,0,99,99,99,99,99,99,99,99,99,10,0,0,0,0,0,0,0,10,1,0,2,3,3,5,3,3,0
"0000002817","SWE_2022","Sweden",0.8153,77,1,4,1,0,7,1,2,2,2,900,9,5,2,2,7,7,0,2,1,2,2,3,3,3,2,10,2,2,2,2,2,3,4,2,2,4,1,752003,0,2,2,1,1,752003,4,6,6,9,0,1,8,2,6,7,6,9,1,1,9,1,7,3,7,10,0,2,9,1,7,99,2,0,2,2,2,9,3,2,0
"0000000485","SWE_2022","Sweden",0.9037,64,1,6,3,1,99,1,1,2,1,900,9,12,3,3,99,99,7,4,3,3,3,3,5,5,5,5,2,2,2,2,2,4,4,2,1,4,0,999999,999999,9,2,1,1,752001,5,10,10,99,99,99,99,99,99,99,10,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,0,3,2,4,9,3,3,1
"0000001355","SWE_2022","Sweden",1.7851,25,0,4,4,0,10,2,2,1,1,752,0,5,2,3,0,1,0,3,1,1,3,3,5,2,3,8,2,2,2,2,2,2,3,2,2,4,0,999999,999999,9,2,3,1,999999,3,8,0,6,8,7,2,5,3,5,0,5,5,5,5,5,5,2,10,7,0,99,8,5,7,1,2,0,9,2,4,3,3,4,8
"0000001356","SWE_2022","Sweden",1.1901,43,1,99,4,9,99,9,9,9,9,752,0,20,9,2,99,99,99,9,9,9,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,99,999999,999999,9,9,9,99,999999,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9
"0000001357","SWE_2022","Sweden",1.7726,20,1,4,4,0,1,2,1,5,1,752,0,6,2,2,4,2,7,2,1,2,2,5,5,3,3,9,2,2,2,1,2,2,3,3,3,4,1,752005,0,2,5,2,99,999999,4,8,0,1,7,10,1,9,3,9,0,0,8,10,0,9,6,1,8,9,0,5,7,4,10,5,2,0,2,3,2,4,3,3,1
"0000001364","SWE_2022","Sweden",1.0931,62,1,3,1,1,7,2,1,9,1,752,0,4,2,3,1,0,0,1,2,3,4,3,5,4,2,8,2,2,2,1,3,2,9,2,2,3,1,752001,1,2,1,3,1,752001,2,8,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,99,99,99,99,99,99,99,99,99,2,0,2,2,2,2,2,3,0
"0000001129","SWE_2022","Sweden",0.91,51,0,6,3,0,1,1,2,3,1,752,1,1,3,3,4,7,0,1,1,1,4,3,3,3,3,8,2,2,2,2,3,2,4,2,2,4,1,752003,0,1,2,1,1,752003,4,0,7,9,0,5,6,0,5,8,8,9,0,4,8,0,5,0,10,10,0,3,10,3,7,10,2,1,2,2,2,3,3,3,1
"0000001725","SWE_2022","Sweden",1.1901,59,1,5,3,1,1,2,2,2,1,752,0,6,2,4,0,99,99,3,3,3,2,3,5,5,2,5,3,3,3,4,3,4,4,3,3,4,1,752002,0,1,2,2,1,752002,3,0,10,9,0,0,8,0,5,0,10,9,0,0,8,0,5,2,9,9,0,3,7,0,6,7,4,1,2,4,3,4,3,9,1
"0000002677","SWE_2022","Sweden",1.0805,29,0,8,4,0,6,9,9,1,1,752,0,14,2,2,0,0,0,3,2,2,4,4,5,2,2,7,2,3,2,1,3,3,4,4,2,4,99,999999,999999,9,5,2,1,999999,3,8,6,8,0,0,3,0,6,10,8,5,0,0,4,5,5,3,10,7,0,0,9,0,8,10,2,0,3,2,1,1,3,3,8
"0000001130","SWE_2022","Sweden",1.5282,60,0,99,1,9,99,9,9,9,9,752,0,1,9,4,0,0,0,1,1,5,1,1,5,5,1,99,9,9,9,9,9,9,9,4,1,9,1,752002,0,1,1,9,1,752002,4,7,7,8,5,9,5,8,8,2,9,6,0,0,0,0,0,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9
"0000001045","SWE_2022","Sweden",1.1901,47,1,5,1,0,1,1,1,4,1,901,9,1,3,3,2,2,7,2,1,1,1,5,5,5,5,8,2,2,2,2,3,3,3,9,2,9,99,752008,0,4,4,2,1,752003,4,7,0,7,7,7,3,7,7,5,0,5,5,5,5,5,5,0,10,10,8,8,99,1,8,5,2,0,9,3,2,4,4,9,1
"0000000828","SWE_2022","Sweden",0.91,41,0,7,4,0,1,1,4,5,1,752,0,1,4,2,7,7,6,3,1,3,5,3,5,5,5,8,2,2,2,1,2,1,3,2,2,4,1,752001,1,2,2,2,1,752008,5,8,5,6,6,6,6,6,8,10,6,8,7,9,6,7,7,4,7,8,2,6,7,3,6,5,1,0,9,2,2,4,3,4,1
"0000001655","SWE_2022","Sweden",1.3555,25,0,5,4,0,6,2,2,4,2,752,0,13,1,3,0,7,7,4,1,3,5,3,5,5,3,8,2,3,3,2,3,2,3,3,3,5,1,999999,999999,9,2,2,1,999999,5,2,7,7,1,0,5,0,6,4,7,7,5,0,6,0,6,3,6,7,0,5,7,1,6,7,2,0,9,2,3,3,3,3,1
"0000001371","SWE_2022","Sweden",0.7541,71,0,4,2,0,1,2,1,2,1,752,0,4,2,1,7,7,0,1,9,5,2,2,9,2,9,9,2,1,1,1,2,3,4,4,3,4,1,752002,0,1,1,1,1,752002,5,0,10,9,0,0,8,0,5,0,10,9,0,0,8,0,5,3,9,9,0,3,9,3,5,9,2,1,1,2,3,2,2,2,0
"0000001886","SWE_2022","Sweden",0.7541,69,0,5,4,1,7,1,2,1,1,752,0,12,2,2,6,7,0,1,1,5,5,5,5,5,5,9,1,3,1,2,3,2,4,2,1,4,1,752005,0,2,1,1,1,752005,4,8,0,5,4,9,3,8,4,10,0,6,4,10,1,4,4,2,10,8,0,5,5,2,6,5,1,1,2,1,1,3,2,2,0
"0000000626","SWE_2022","Sweden",0.7658,43,1,7,1,0,1,1,1,5,3,901,9,1,3,3,0,1,0,3,3,3,2,2,2,2,2,8,3,3,2,2,3,3,4,2,2,4,1,752001,1,2,2,2,1,752001,4,9,2,8,5,5,5,5,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,3,3,2,2,2,2,1
"0000001742","SWE_2022","Sweden",1.5282,62,0,3,1,1,5,2,2,9,9,901,9,5,2,2,4,99,99,2,9,9,9,2,4,9,9,0,9,9,9,9,9,9,9,2,4,5,1,752001,1,2,9,3,1,999999,3,99,0,0,10,0,0,0,0,2,0,0,10,7,0,0,2,9,99,0,9,99,0,99,0,99,4,0,2,4,2,5,4,9,0
"0000002832","SWE_2022","Sweden",1.2661,29,1,6,4,1,10,1,1,3,1,752,0,5,4,2,7,7,7,1,1,1,5,3,5,5,5,9,2,2,2,1,2,2,2,4,2,5,1,752003,0,1,1,2,1,752003,5,5,9,10,0,0,9,5,5,7,9,10,0,0,9,0,6,2,10,10,0,0,9,0,6,9,2,1,9,2,3,4,3,3,1
"0000001387","SWE_2022","Sweden",0.9037,56,1,6,1,1,1,2,1,2,1,752,0,6,1,2,1,99,99,2,2,3,9,9,3,2,2,8,3,3,3,3,3,3,4,3,3,4,1,752002,0,2,2,2,1,752002,4,5,10,8,5,5,3,0,5,5,10,8,5,5,5,5,5,5,9,9,0,5,9,0,7,9,2,1,2,3,2,4,4,4,1
"0000001392","SWE_2022","Sweden",0.7658,43,1,8,4,0,6,2,2,2,1,752,0,21,1,2,1,6,0,2,1,1,5,5,5,2,3,9,1,2,1,1,2,1,4,2,2,4,1,752001,1,1,1,1,1,752001,4,8,5,5,7,5,5,10,5,9,6,9,9,4,4,8,5,4,6,8,1,5,8,1,7,3,2,1,2,3,2,4,3,3,8
"0000001393","SWE_2022","Sweden",1.1008,64,0,3,3,0,7,2,1,2,3,752,0,10,1,2,4,5,0,2,9,9,9,9,5,5,5,8,1,1,1,1,3,3,3,3,2,2,1,999999,999999,9,4,1,1,752001,2,5,5,2,1,2,5,5,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,0,3,3,3,2,2,2,1
"0000002578","SWE_2022","Sweden",0.7541,80,0,2,1,0,7,2,2,3,1,752,0,12,1,3,5,0,0,3,1,1,2,3,3,3,3,8,2,2,2,2,2,2,9,2,2,3,1,752003,0,2,1,1,1,752003,4,5,6,8,3,3,5,3,5,5,6,8,3,3,5,3,5,0,6,10,0,3,5,1,6,8,2,0,3,2,2,3,3,3,0
"0000002383","SWE_2022","Sweden",1,93,1,5,9,9,7,9,4,9,9,752,9,99,9,2,99,2,3,2,9,2,2,2,9,3,9,6,2,2,4,9,2,2,2,2,3,3,1,752008,0,9,4,9,1,752008,5,6,5,8,4,3,5,5,7,9,6,8,5,7,7,7,8,7,99,8,2,5,7,5,6,8,2,0,2,2,2,3,3,3,0
"0000000868","SWE_2022","Sweden",1.1984,62,0,6,1,1,7,1,2,4,3,752,0,14,2,2,7,7,2,2,1,5,3,5,5,4,2,10,2,2,2,2,2,2,3,2,2,4,1,752005,0,2,2,1,1,752005,4,7,0,7,2,8,6,3,8,8,5,7,5,8,5,5,7,4,10,10,0,99,9,2,8,5,2,0,3,2,3,4,3,3,1
"0000002820","SWE_2022","Sweden",0.5247,76,1,7,1,0,7,1,1,3,2,752,0,10,2,3,7,2,7,2,2,1,1,5,5,5,5,9,1,1,1,3,2,2,3,2,2,4,1,752003,0,1,1,1,1,752008,4,6,3,10,99,4,7,4,99,6,6,9,4,6,8,5,8,99,10,99,0,5,7,6,8,9,1,1,1,2,2,2,2,3,0
"0000001402","SWE_2022","Sweden",0.9037,62,1,8,1,0,9,1,1,5,1,752,0,1,3,2,7,7,99,1,1,2,4,5,9,5,4,7,2,2,2,3,2,3,3,2,2,5,1,999999,999999,9,2,2,1,999999,4,5,5,5,5,5,5,5,5,6,9,9,8,6,6,5,7,7,8,9,1,6,2,2,6,5,2,1,9,2,3,3,2,3,1
"0000002116","SWE_2022","Sweden",0.5247,79,1,99,1,9,99,9,9,9,9,752,0,13,9,2,7,0,99,1,1,4,1,3,5,5,1,9,1,2,2,2,2,2,3,1,2,9,1,752001,1,1,2,2,1,752001,5,10,5,8,7,8,8,8,8,10,5,8,7,8,7,8,8,4,10,99,2,4,7,3,6,4,2,1,1,9,9,4,2,2,1
"0000000054","SWE_2022","Sweden",0.7658,45,1,8,1,1,1,1,2,9,1,752,0,1,3,1,7,99,99,1,1,1,3,4,5,5,5,8,2,2,2,2,3,2,3,4,3,4,99,999999,999999,9,1,1,1,999999,4,4,9,10,0,4,9,4,6,4,7,10,0,0,10,0,3,3,9,8,0,3,8,1,6,8,1,0,9,2,4,2,3,3,8
"0000001404","SWE_2022","Sweden",0.821,65,0,5,3,9,7,2,1,3,1,752,0,17,2,3,1,99,3,2,1,2,1,3,5,2,2,7,3,3,3,2,3,2,3,3,2,3,1,999999,999999,9,2,1,1,999999,5,8,10,7,6,6,5,0,5,7,10,8,0,0,0,0,0,0,10,10,0,10,10,10,10,99,4,1,9,3,2,3,3,3,0
"0000001966","SWE_2022","Sweden",0.6191,69,1,7,1,0,7,9,1,1,1,752,0,13,1,3,1,0,0,3,1,5,5,5,5,5,5,10,1,1,1,2,2,2,3,2,2,3,1,999999,999999,9,1,1,1,752001,5,10,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,8,10,0,8,8,5,8,0,1,1,1,2,2,9,9,3,0
"0000001407","SWE_2022","Sweden",0.7489,76,1,6,3,0,7,1,2,2,2,752,9,14,2,1,7,7,0,1,1,2,5,5,4,5,1,10,2,2,1,2,3,2,4,2,2,5,1,752001,1,1,2,1,1,752001,5,9,0,0,7,2,3,7,3,10,0,1,6,3,5,5,3,1,10,10,0,7,8,3,6,2,2,1,2,3,2,2,2,3,0
"0000000556","SWE_2022","Sweden",0.9037,49,1,6,1,0,1,1,1,3,6,901,9,1,1,3,3,2,0,2,1,2,5,5,4,2,2,9,2,3,3,2,3,1,3,2,2,4,1,752001,1,2,4,1,1,752006,4,8,0,6,4,6,5,5,4,8,0,6,4,5,6,4,4,2,5,7,4,5,5,5,6,2,2,1,2,4,3,4,2,3,1
"0000001450","SWE_2022","Sweden",1.0931,47,1,5,4,0,2,2,2,4,4,901,9,5,4,4,7,0,7,2,1,1,2,3,5,5,5,10,2,2,1,2,2,3,4,3,2,4,1,752002,0,1,1,1,1,752003,4,5,10,8,0,0,7,0,7,0,10,8,0,5,8,0,0,2,10,8,0,5,9,0,7,8,2,1,2,2,2,2,1,3,1
"0000001410","SWE_2022","Sweden",1.6791,29,0,5,4,0,5,2,1,2,1,752,0,25,1,2,0,0,7,3,1,2,2,2,5,2,2,7,2,2,3,1,2,2,3,2,2,4,1,752004,0,1,2,1,1,752001,4,9,0,2,10,8,2,8,4,10,0,0,9,9,2,5,3,3,10,10,0,4,8,3,9,0,2,1,2,3,3,3,3,4,1
"0000001762","SWE_2022","Sweden",1.0931,58,1,3,1,1,1,2,1,4,1,752,0,6,2,3,2,3,0,2,3,3,3,3,3,3,2,7,2,2,2,2,2,2,4,2,2,3,1,999999,999999,9,2,2,1,999999,3,7,5,5,7,0,0,0,0,7,5,99,7,0,0,99,0,2,5,8,0,8,8,1,7,99,2,0,3,3,2,2,2,2,1
"0000000475","SWE_2022","Sweden",1.073,37,1,7,1,1,2,2,1,4,1,752,0,17,1,2,1,1,7,2,1,3,5,5,5,5,5,6,2,2,2,2,3,4,4,2,2,3,1,752001,1,1,1,2,1,752001,5,9,0,3,5,7,1,3,5,10,0,1,4,10,0,5,5,1,10,9,0,3,8,2,6,2,2,1,9,3,3,2,3,3,0
"0000000650","SWE_2022","Sweden",1.0805,35,0,7,4,0,1,1,1,3,2,752,0,6,1,3,0,7,7,3,1,3,3,3,4,3,4,10,2,2,2,2,3,2,3,2,2,4,1,999999,999999,9,2,1,1,999999,4,5,5,5,2,0,5,0,5,6,5,5,2,0,5,0,5,4,5,5,3,4,5,4,5,3,2,0,9,2,1,4,3,3,8
"0000000733","SWE_2022","Sweden",1.1008,60,0,3,1,1,1,2,1,3,1,752,0,18,2,2,1,2,7,2,1,1,2,3,3,5,3,8,3,3,3,3,3,3,3,1,1,5,1,752001,1,1,2,3,1,752001,4,10,2,2,6,7,1,5,3,10,4,0,8,7,2,5,3,3,9,10,1,5,8,4,7,3,2,1,2,3,2,2,2,3,1
"0000002308","SWE_2022","Sweden",1.0469,69,0,3,1,0,7,9,2,2,1,752,0,3,1,2,7,7,7,2,1,1,4,2,5,2,4,7,2,3,3,2,3,3,3,2,2,3,1,752001,1,2,2,1,1,752001,5,10,2,0,8,2,0,1,1,10,2,0,8,2,0,1,1,5,10,10,0,7,10,3,8,3,2,1,1,3,2,3,2,3,1
"0000001606","SWE_2022","Sweden",1.6791,30,0,4,4,0,5,2,1,1,1,752,0,21,1,2,1,7,7,2,1,2,5,5,3,1,3,7,2,2,4,3,3,3,3,4,2,4,1,752002,0,1,2,2,1,752002,3,5,8,5,0,0,6,0,0,1,8,5,0,0,0,0,5,2,5,9,0,1,7,0,7,5,2,1,2,3,2,4,4,4,1
"0000001491","SWE_2022","Sweden",0.6234,73,0,6,1,0,7,1,2,3,2,752,0,20,1,1,7,7,7,2,1,2,3,2,4,3,5,7,2,3,3,4,3,3,3,3,2,2,1,752003,0,2,2,1,1,752003,5,5,8,10,0,1,7,0,5,6,8,9,1,0,7,0,5,3,9,9,0,3,8,0,6,8,2,1,2,3,3,2,3,3,1
"0000001427","SWE_2022","Sweden",1.2661,39,1,5,4,1,1,2,1,4,2,752,0,1,3,3,0,7,7,2,1,2,4,3,5,5,4,9,2,2,2,1,3,2,3,2,2,4,1,752001,1,1,2,2,1,752005,4,8,3,6,4,7,5,6,6,8,4,6,5,7,6,6,6,2,9,99,99,4,8,4,7,3,1,0,3,2,3,3,3,2,0
"0000002496","SWE_2022","Sweden",0.6191,71,1,6,2,0,7,2,1,2,3,752,0,5,2,2,2,7,0,3,1,2,3,3,5,5,5,8,2,2,2,2,2,2,4,2,2,2,1,752001,1,9,2,1,1,752001,5,10,0,5,3,5,0,5,5,10,0,4,4,5,0,5,5,2,10,8,1,5,7,5,6,2,2,1,2,2,2,2,2,2,0
"0000001880","SWE_2022","Sweden",0.7489,79,1,6,1,1,7,1,2,2,1,752,9,14,4,3,7,0,0,3,2,2,4,4,5,2,3,7,3,3,3,2,3,2,4,2,2,5,1,752008,0,2,2,2,1,752003,4,3,0,7,99,0,0,0,99,4,0,6,0,0,2,2,6,5,10,9,1,3,4,4,7,7,2,1,2,3,3,2,2,4,1
"0000000334","SWE_2022","Sweden",0.7658,56,1,7,1,1,5,2,2,3,1,901,9,1,3,1,7,4,0,2,1,1,1,2,5,3,1,10,1,1,1,1,1,1,2,1,2,2,1,752001,1,1,2,1,1,752001,5,10,0,6,8,9,2,9,6,10,2,7,9,10,0,7,8,4,10,7,0,5,9,4,8,5,1,1,2,2,1,2,1,4,1
"0000000265","SWE_2022","Sweden",0.9037,51,1,6,1,1,1,1,2,3,2,752,1,14,3,3,1,1,7,2,1,2,4,5,5,4,4,10,2,2,2,2,2,2,3,2,2,5,1,752001,1,1,2,1,1,752001,3,9,0,7,1,5,0,4,3,10,0,6,4,6,2,5,5,3,10,9,0,5,10,5,6,4,2,1,9,3,2,2,3,3,1
"0000001536","SWE_2022","Sweden",1.1984,41,0,4,1,1,1,4,2,5,2,752,0,14,1,2,1,7,7,2,1,1,5,3,5,2,4,7,2,2,2,1,2,2,3,4,2,5,1,752003,0,2,1,1,1,752003,4,2,8,9,0,4,8,0,7,6,7,8,0,3,8,0,8,3,9,8,0,4,8,1,7,8,2,0,1,3,2,2,2,1,1
"0000001593","SWE_2022","Sweden",0.9037,56,1,4,1,1,1,2,2,4,2,752,0,14,1,3,4,3,7,2,1,3,5,5,5,4,3,10,1,1,2,2,2,1,3,1,1,4,1,752001,1,1,1,1,1,752001,4,10,3,6,7,8,3,3,5,10,5,6,6,8,2,5,5,5,10,9,0,6,9,2,7,5,1,0,2,2,2,2,2,3,1
"0000002576","SWE_2022","Sweden",1.0396,71,1,3,1,9,7,2,2,2,1,752,0,21,2,2,1,0,0,3,1,2,2,3,2,3,3,8,3,3,2,2,3,4,4,3,2,4,1,752002,0,4,4,1,1,999999,9,2,5,2,1,0,0,0,1,3,3,2,0,0,0,0,1,99,99,99,99,99,99,99,99,99,2,0,2,1,3,2,2,4,1
